Sales_rev,Active_kwh_month,Kwh
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,105.3,
1500,105.3,
1500,105.3,
1500,105.3,
1500,105.3,
1500,105.3,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,105.3,
1500,105.3,
1500,105.3,
1500,105.3,
1500,105.3,
1500,105.3,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,70.2,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
500,105.3,
500,105.3,
500,105.3,
500,105.3,
500,105.3,
500,105.3,
500,70.2,
500,70.2,
500,70.2,
500,70.2,
500,70.2,
500,70.2,
500,70.2,
500,70.2,
500,70.2,
500,70.2,
500,70.2,
500,70.2,
500,70.2,
500,70.2,
500,81.9,
500,81.9,
500,81.9,
500,81.9,
500,81.9,
500,81.9,
500,81.9,
500,81.9,
500,81.9,
500,81.9,
1000,105.3,
1000,105.3,
1000,105.3,
1000,105.3,
1000,105.3,
1000,105.3,
1000,70.2,
1000,70.2,
1000,70.2,
1000,70.2,
1000,70.2,
1000,70.2,
1000,70.2,
1000,70.2,
1000,70.2,
1000,70.2,
1000,70.2,
1000,70.2,
1000,70.2,
1000,70.2,
1000,81.9,
1000,81.9,
1000,81.9,
1000,81.9,
1000,81.9,
1000,81.9,
1000,81.9,
1000,81.9,
1000,81.9,
1000,81.9,
17000,105.3,
17000,105.3,
17000,105.3,
17000,105.3,
17000,105.3,
17000,105.3,
17000,70.2,
17000,70.2,
17000,70.2,
17000,70.2,
17000,70.2,
17000,70.2,
17000,70.2,
17000,70.2,
17000,70.2,
17000,70.2,
17000,70.2,
17000,70.2,
17000,70.2,
17000,70.2,
17000,81.9,
17000,81.9,
17000,81.9,
17000,81.9,
17000,81.9,
17000,81.9,
17000,81.9,
17000,81.9,
17000,81.9,
17000,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
4000,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
3000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
12000,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14000,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
4500,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
5000,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
2500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
33500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
44000,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
3500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
38500,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
22000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
2000,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
1500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
7500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
14500,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
6000,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
12500,81.9,
